station,horizon,persistence,actual_events,predicted_events,matched_events,false_alarms,missed_events,event_precision,event_recall,event_f1,onset_error_hours,onset_error_hours_n,peak_error_hours,peak_error_hours_n,duration_error_hours,duration_error_hours_n,recovery_error_hours,recovery_error_hours_n
Anand Vihar Delhi DPCC,1,2,114,109,98,11,16,0.8990825688073395,0.8596491228070176,0.8789237668161435,1.9425287356321839,87,3.520408163265306,98,1.5064935064935066,77,1.2325581395348837,86
Anand Vihar Delhi DPCC,1,3,86,82,74,8,12,0.9024390243902439,0.8604651162790697,0.8809523809523809,2.265625,64,4.283783783783784,74,1.9454545454545455,55,1.380952380952381,63
Anand Vihar Delhi DPCC,1,6,52,50,46,4,6,0.92,0.8846153846153846,0.9019607843137256,2.875,40,6.1521739130434785,46,2.5428571428571427,35,1.7179487179487178,39
Anand Vihar Delhi DPCC,6,2,112,76,58,18,54,0.7631578947368421,0.5178571428571429,0.6170212765957447,4.565217391304348,46,7.793103448275862,58,5.945945945945946,37,4.568181818181818,44
Anand Vihar Delhi DPCC,6,3,84,67,51,16,33,0.7611940298507462,0.6071428571428571,0.6754966887417219,4.780487804878049,41,8.431372549019608,51,6.3125,32,4.594594594594595,37
Anand Vihar Delhi DPCC,6,6,47,42,32,10,15,0.7619047619047619,0.6808510638297872,0.7191011235955055,5.428571428571429,28,12.125,32,7.173913043478261,23,5.851851851851852,27
Anand Vihar Delhi DPCC,12,2,116,79,54,25,62,0.6835443037974683,0.46551724137931033,0.5538461538461538,4.512820512820513,39,6.537037037037037,54,7.0344827586206895,29,4.527777777777778,36
Anand Vihar Delhi DPCC,12,3,89,70,50,20,39,0.7142857142857143,0.5617977528089888,0.6289308176100629,4.771428571428571,35,7.02,50,7.076923076923077,26,4.636363636363637,33
Anand Vihar Delhi DPCC,12,6,51,53,33,20,18,0.6226415094339622,0.6470588235294118,0.6346153846153846,5.869565217391305,23,9.575757575757576,33,7.157894736842105,19,5.125,24
Anand Vihar Delhi DPCC,24,2,111,77,51,26,60,0.6623376623376623,0.4594594594594595,0.5425531914893618,4.117647058823529,34,7.372549019607843,51,7.12,25,4.090909090909091,33
Anand Vihar Delhi DPCC,24,3,87,67,48,19,39,0.7164179104477612,0.5517241379310345,0.6233766233766233,4.129032258064516,31,7.6875,48,6.956521739130435,23,4.161290322580645,31
Anand Vihar Delhi DPCC,24,6,54,49,35,14,19,0.7142857142857143,0.6481481481481481,0.6796116504854369,5.217391304347826,23,10.228571428571428,35,7.052631578947368,19,4.423076923076923,26
Ashok Vihar Delhi DPCC,1,2,54,54,46,8,8,0.8518518518518519,0.8518518518518519,0.8518518518518519,1.631578947368421,38,3.869565217391304,46,2.0,31,0.8378378378378378,37
Ashok Vihar Delhi DPCC,1,3,42,43,35,8,7,0.813953488372093,0.8333333333333334,0.8235294117647058,1.8148148148148149,27,4.771428571428571,35,2.65,20,0.8076923076923077,26
Ashok Vihar Delhi DPCC,1,6,26,23,22,1,4,0.9565217391304348,0.8461538461538461,0.8979591836734695,2.0,17,6.681818181818182,22,2.769230769230769,13,0.875,16
Ashok Vihar Delhi DPCC,6,2,60,41,34,7,26,0.8292682926829268,0.5666666666666667,0.6732673267326732,5.7,20,5.4411764705882355,34,6.6,15,4.473684210526316,19
Ashok Vihar Delhi DPCC,6,3,45,34,30,4,15,0.8823529411764706,0.6666666666666666,0.7594936708860759,5.9411764705882355,17,5.7,30,6.75,12,5.4,15
Ashok Vihar Delhi DPCC,6,6,25,19,16,3,9,0.8421052631578947,0.64,0.7272727272727272,8.818181818181818,11,10.5,16,8.875,8,8.0,9
Ashok Vihar Delhi DPCC,12,2,63,43,31,12,32,0.7209302325581395,0.49206349206349204,0.5849056603773584,4.833333333333333,18,5.645161290322581,31,10.75,12,6.357142857142857,14
Ashok Vihar Delhi DPCC,12,3,47,38,27,11,20,0.7105263157894737,0.574468085106383,0.6352941176470589,5.375,16,6.296296296296297,27,11.545454545454545,11,7.166666666666667,12
Ashok Vihar Delhi DPCC,12,6,30,25,21,4,9,0.84,0.7,0.7636363636363636,7.8,10,7.666666666666667,21,15.625,8,9.11111111111111,9
Ashok Vihar Delhi DPCC,24,2,61,43,31,12,30,0.7209302325581395,0.5081967213114754,0.5961538461538461,5.533333333333333,15,7.290322580645161,31,2.2,5,4.909090909090909,11
Ashok Vihar Delhi DPCC,24,3,47,36,28,8,19,0.7777777777777778,0.5957446808510638,0.674698795180723,5.533333333333333,15,7.892857142857143,28,2.2,5,6.0,9
